virus	virulent	temperate
NODE_1241_length_2232_cov_3.112540	0.9107929515418502	0.08920704845814986
NODE_1351_length_2938_cov_4.657301	0.8118782016546146	0.1881217983453865
NODE_2281_length_1616_cov_6.754644	0.8118782016546146	0.1881217983453865
NODE_2087_length_3045_cov_7.023077	0.8118782016546146	0.1881217983453865
NODE_868_length_3871_cov_11.976677	0.0	1.0
NODE_1256_length_5020_cov_5.298892	0.8118782016546146	0.1881217983453865
NODE_217_length_49720_cov_10.704681|provirus_35239_49720	0.0	1.0
NODE_530_length_12411_cov_6.230091	0.9972986238568456	0.002701376143154288
NODE_145_length_14038_cov_8.862905	0.8643267843600146	0.13567321563998574
NODE_224_length_3695_cov_4.941209	0.8118782016546146	0.1881217983453865
NODE_1450_length_3588_cov_6.542881	0.8118782016546146	0.1881217983453865
NODE_586_length_4007_cov_10.183451	0.8118782016546146	0.1881217983453865
NODE_24_length_29508_cov_9.196584	0.025	0.975
NODE_4270_length_1095_cov_4.632692	0.8118782016546146	0.1881217983453865
NODE_1710_length_2968_cov_4.391692	0.8118782016546146	0.1881217983453865
NODE_168_length_21353_cov_13.414217	0.0	1.0
NODE_336_length_7643_cov_6.080522	0.8118782016546146	0.1881217983453865
NODE_196_length_44600_cov_157.390863	0.0	1.0
NODE_454_length_20811_cov_36.278859	0.931779094256249	0.06822090574375078
NODE_1876_length_2784_cov_5.208868	0.8118782016546146	0.1881217983453865
NODE_1259_length_3670_cov_6.403873	0.8118782016546146	0.1881217983453865
NODE_1627_length_2508_cov_5.315124	0.8118782016546146	0.1881217983453865
NODE_2629_length_2708_cov_15.615530	0.8118782016546146	0.1881217983453865
NODE_471_length_10690_cov_5.362482	0.8118782016546146	0.1881217983453865
NODE_1173_length_1867_cov_17.234547	0.8118782016546146	0.1881217983453865
NODE_1136_length_5103_cov_5.667393	0.8118782016546146	0.1881217983453865
NODE_2237_length_2656_cov_5.000384	0.8118782016546146	0.1881217983453865
NODE_674_length_3219_cov_5.929520	0.8118782016546146	0.1881217983453865
NODE_1229_length_3767_cov_15.280711	0.8882860673001189	0.11171393269988135
NODE_1153_length_3979_cov_63.329001	0.8118782016546146	0.1881217983453865
NODE_1385_length_4354_cov_8.070714	0.8118782016546146	0.1881217983453865
NODE_3013_length_1764_cov_13.636044	0.0125	0.9875
NODE_729_length_5098_cov_19.285743	0.8118782016546146	0.1881217983453865
NODE_1795_length_2239_cov_2.438645	0.8118782016546146	0.1881217983453865
NODE_622_length_4852_cov_5.285178	0.8202762967306704	0.1797237032693301
NODE_1830_length_3125_cov_4.702280	0.8550238645244239	0.14497613547557656
NODE_572_length_7544_cov_8.633729	0.7112156186452292	0.28878438135477075
NODE_1848_length_1902_cov_3.852193	0.8118782016546146	0.1881217983453865
NODE_695_length_10897_cov_11.548054	0.5875	0.4125
NODE_266_length_2659_cov_3.225422	0.8118782016546146	0.1881217983453865
NODE_607_length_4805_cov_7.701895	0.8118782016546146	0.1881217983453865
NODE_1310_length_3849_cov_5.680548	0.8118782016546146	0.1881217983453865
NODE_325_length_3511_cov_3.129340	0.125	0.875
NODE_1102_length_3264_cov_3.307884	0.9972986238568456	0.002701376143154288
NODE_640_length_5855_cov_4.590690	0.842788133670178	0.1572118663298227
NODE_72_length_64029_cov_53.309454|provirus_26592_63618	0.0	1.0
NODE_1850_length_2736_cov_7.120104	0.8720603315797838	0.1279396684202169
NODE_4544_length_1041_cov_2.966531	0.8118782016546146	0.1881217983453865
NODE_1556_length_2521_cov_7.834144	0.8118782016546146	0.1881217983453865
NODE_153_length_4167_cov_3.723492	1.0	0.0
NODE_1958_length_1741_cov_3.469751	0.8118782016546146	0.1881217983453865
NODE_613_length_17805_cov_53.621634	0.9765005799720488	0.023499420027951214
NODE_115_length_68071_cov_76.287815|provirus_44295_57657	0.0125	0.9875
NODE_1256_length_1099_cov_2.269157	0.95333095543157	0.046669044568429977
NODE_830_length_5112_cov_19.131896	0.0	1.0
NODE_1370_length_3520_cov_6.086291	0.025	0.975
NODE_2386_length_2082_cov_4.380858	0.0	1.0
NODE_1749_length_3670_cov_4.176210	0.8118782016546146	0.1881217983453865
NODE_1665_length_2883_cov_17.205799	0.8118782016546146	0.1881217983453865
NODE_1529_length_2587_cov_5.628752	0.8118782016546146	0.1881217983453865
NODE_2427_length_1787_cov_2.825635	0.8118782016546146	0.1881217983453865
NODE_2868_length_1669_cov_3.405824	0.8118782016546146	0.1881217983453865
NODE_1059_length_1184_cov_2.370239	0.8118782016546146	0.1881217983453865
NODE_2039_length_1954_cov_2.393365	0.8118782016546146	0.1881217983453865
NODE_2345_length_2515_cov_8.681707	0.8118782016546146	0.1881217983453865
NODE_4632_length_1588_cov_4.013699	0.9875	0.0125
NODE_599_length_7106_cov_9.189760	0.7125	0.2875
NODE_840_length_4289_cov_2.954417	0.8118782016546146	0.1881217983453865
NODE_667_length_6236_cov_5.126517	0.2857648761364159	0.714235123863584
NODE_990_length_4014_cov_42.693609	0.0	1.0
NODE_1338_length_1041_cov_2.307302	0.8118782016546146	0.1881217983453865
NODE_2040_length_2988_cov_5.530856	0.8118782016546146	0.1881217983453865
NODE_1161_length_3909_cov_93.481318	0.8118782016546146	0.1881217983453865
NODE_419_length_11855_cov_14.191441	0.8118782016546146	0.1881217983453865
NODE_4320_length_1681_cov_4.281058	0.0	1.0
NODE_281_length_12466_cov_5.775038	0.8118782016546146	0.1881217983453865
NODE_2971_length_1148_cov_1.535224	0.8118782016546146	0.1881217983453865
NODE_1309_length_2660_cov_6.971977	0.8118782016546146	0.1881217983453865
NODE_607_length_8293_cov_5.946832	0.0375	0.9625
NODE_440_length_10261_cov_1450.787576	0.0875	0.9125
NODE_204_length_29412_cov_9.598392	0.9875	0.0125
NODE_264_length_9822_cov_108.515716	0.0	1.0
NODE_234_length_45717_cov_33.579234	0.0	1.0
NODE_300_length_10875_cov_215.011368	0.8267460430643061	0.17325395693569484
NODE_1686_length_3018_cov_10.032400	0.8118782016546146	0.1881217983453865
NODE_317_length_2769_cov_2.861459	0.8118782016546146	0.1881217983453865
NODE_553_length_7537_cov_19.611868	0.0	1.0
NODE_204_length_7962_cov_6.369546	0.8217900959277424	0.17820990407225873
NODE_2522_length_1214_cov_2.591027	0.8118782016546146	0.1881217983453865
NODE_322_length_15127_cov_72.883028	0.0	1.0
NODE_125_length_42935_cov_10.789366	0.05	0.95
NODE_678_length_9486_cov_7.880076	0.0	1.0
NODE_802_length_5965_cov_50.257191	0.8118782016546146	0.1881217983453865
NODE_2645_length_1971_cov_15.283403	0.0125	0.9875
NODE_143_length_27086_cov_220.060153	0.9375	0.0625
NODE_3787_length_1481_cov_11.197055	0.8118782016546146	0.1881217983453865
NODE_765_length_1472_cov_2.507410	0.8691268200909323	0.130873179909068
NODE_1667_length_2751_cov_4.843472	0.8118782016546146	0.1881217983453865
NODE_877_length_7168_cov_3.728947	0.9007668594102297	0.09923314058977054
NODE_3288_length_1028_cov_3.192189	0.8118782016546146	0.1881217983453865
NODE_913_length_4110_cov_6.185943	0.8118782016546146	0.1881217983453865
NODE_1677_length_3422_cov_7.484110	0.9995052770448549	0.0004947229551451188
NODE_1127_length_1147_cov_2.521978	0.8118782016546146	0.1881217983453865
NODE_1353_length_4112_cov_5.476214	0.8791455509789389	0.12085444902106184
NODE_48_length_29548_cov_16476.712644	0.0875	0.9125
NODE_1070_length_4765_cov_8.258599	0.8118782016546146	0.1881217983453865
NODE_98_length_5873_cov_4.399966	0.8330772958243416	0.16692270417565908
NODE_1382_length_1024_cov_2.011352	0.8118782016546146	0.1881217983453865
NODE_1162_length_4872_cov_5.882292	0.8118782016546146	0.1881217983453865
NODE_1324_length_4029_cov_5.772521	0.8118782016546146	0.1881217983453865
NODE_1388_length_3793_cov_6.935795	0.8118782016546146	0.1881217983453865
NODE_1852_length_2714_cov_5.670929	0.8118782016546146	0.1881217983453865
NODE_1065_length_3478_cov_4.248028	0.8118782016546146	0.1881217983453865
NODE_826_length_8466_cov_7.545952	0.7404185022026434	0.2595814977973568
NODE_1125_length_5473_cov_26.248431	0.0	1.0
NODE_10_length_29026_cov_12.843982	1.0	0.0
NODE_1276_length_3712_cov_7.215204	0.985005930576337	0.014994069423662984
NODE_483_length_7947_cov_8.551191	0.0125	0.9875
NODE_1681_length_1944_cov_3.751720	0.8353776216825656	0.16462237831743523
NODE_2015_length_2219_cov_9.286044	0.8103644024575427	0.18963559754245787
NODE_3245_length_1627_cov_4.408397	0.8287014312450708	0.17129856875493005
NODE_244_length_44445_cov_23.965736	0.05	0.95
NODE_372_length_12857_cov_13.769099	0.0	1.0
NODE_987_length_3611_cov_4.640045	0.0	1.0
NODE_109_length_7331_cov_5.936916	0.9440354212218353	0.055964578778164666
NODE_108_length_44174_cov_28.077586	0.0	1.0
NODE_1931_length_2612_cov_7.167775	0.8118782016546146	0.1881217983453865
NODE_1009_length_3189_cov_4.301213	0.42483251088069285	0.5751674891193073
NODE_1840_length_3253_cov_88.970294	0.9375	0.0625
NODE_1086_length_7321_cov_7.431599	0.8350279929346638	0.16497200706533682
NODE_3804_length_1429_cov_2.868996	0.0	1.0
NODE_424_length_5400_cov_8.976052	0.0	1.0
NODE_1758_length_3104_cov_7.219416	0.8155538331363102	0.18444616686369078
NODE_2814_length_2535_cov_17.660484	0.8118782016546146	0.1881217983453865
NODE_120_length_40096_cov_374.797208	0.05	0.95
NODE_1255_length_3675_cov_10.237293	0.8118782016546146	0.1881217983453865
NODE_1204_length_4872_cov_178.189329	0.8118782016546146	0.1881217983453865
NODE_1616_length_2000_cov_5.291003	0.8118782016546146	0.1881217983453865
NODE_2863_length_2659_cov_6.516129	0.8118782016546146	0.1881217983453865
NODE_2289_length_2513_cov_5.871440	0.8338669542239673	0.16613304577603344
NODE_1048_length_5983_cov_5.663293	0.8118782016546146	0.1881217983453865
NODE_392_length_4767_cov_1385.784805	0.8118782016546146	0.1881217983453865
NODE_1294_length_1084_cov_1.803693	0.8118782016546146	0.1881217983453865
NODE_386_length_12222_cov_6.937372	0.0	1.0
NODE_408_length_8696_cov_40.826988	0.9620052770448548	0.037994722955145124
NODE_913_length_5947_cov_9.871181	0.8103644024575427	0.18963559754245787
NODE_1596_length_3038_cov_4.598056	0.8461605166393262	0.15383948336067438
NODE_4342_length_1516_cov_5.272416	0.0	1.0
NODE_3939_length_1087_cov_2.746124	0.8118782016546146	0.1881217983453865
NODE_2471_length_1755_cov_3.015882	0.8353776216825656	0.16462237831743523
NODE_943_length_3363_cov_98.457981	0.8118782016546146	0.1881217983453865
NODE_908_length_7168_cov_5.459440	0.8588845293420337	0.14111547065796665
NODE_341_length_2976_cov_5.997946	0.7801973201466772	0.21980267985332375
NODE_1038_length_3220_cov_3.203791	0.8118782016546146	0.1881217983453865
NODE_3050_length_1222_cov_2.569837	0.8118782016546146	0.1881217983453865
NODE_1535_length_2614_cov_6.153576	0.8118782016546146	0.1881217983453865
NODE_1621_length_2980_cov_3.932991	0.8118782016546146	0.1881217983453865
NODE_131_length_6068_cov_37.790121	0.8938747319827899	0.10612526801721
NODE_714_length_8767_cov_70.253558	0.5575440528634361	0.44245594713656383
NODE_313_length_2801_cov_4.976329	0.8401982378854627	0.15980176211453748
NODE_212_length_36964_cov_27.814327	0.0375	0.9625
NODE_58_length_15675_cov_11.769142	0.9249018473914632	0.075098152608537
NODE_1573_length_1358_cov_6.777437	0.8118782016546146	0.1881217983453865
NODE_827_length_2466_cov_10.437993	0.891396758414508	0.10860324158549195
NODE_760_length_4785_cov_34.652643	0.9107929515418502	0.08920704845814986
NODE_651_length_11453_cov_10.654589	0.05	0.95
NODE_3105_length_1047_cov_1.982863	0.8118782016546146	0.1881217983453865
NODE_1898_length_2647_cov_5.482639	0.8118782016546146	0.1881217983453865
NODE_1225_length_1099_cov_2.553640	0.8118782016546146	0.1881217983453865
NODE_4504_length_1360_cov_3.496552	0.8118782016546146	0.1881217983453865
NODE_712_length_5109_cov_8.122477	0.1	0.9
NODE_1742_length_1577_cov_8.919842	0.8118782016546146	0.1881217983453865
NODE_16_length_20004_cov_2375.001805	0.9701380891666455	0.02986191083335461
NODE_1091_length_1191_cov_1.933099	0.8118782016546146	0.1881217983453865
NODE_57_length_40080_cov_51.611518	0.0625	0.9375
NODE_493_length_18317_cov_24.839010	0.8103644024575427	0.18963559754245787
NODE_1195_length_3589_cov_5.580645	0.8118782016546146	0.1881217983453865
NODE_912_length_8852_cov_15.026486	0.0	1.0
NODE_5433_length_1204_cov_4.010444	0.8833535288807883	0.11664647111921193
NODE_1478_length_2545_cov_2.436145	0.6507758778079087	0.3492241221920916
NODE_89_length_11981_cov_11.675918	0.0	1.0
NODE_3880_length_1022_cov_8.022751	0.8118782016546146	0.1881217983453865
NODE_4268_length_1176_cov_6.979483	0.8118782016546146	0.1881217983453865
NODE_1312_length_2682_cov_3.681766	0.8118782016546146	0.1881217983453865
NODE_1592_length_1516_cov_2.763860	0.8550238645244239	0.14497613547557656
NODE_759_length_7518_cov_9.268659	0.9082007801150755	0.0917992198849247
NODE_321_length_5931_cov_9.859939	0.0	1.0
NODE_1799_length_3032_cov_23.869667	0.8416956552175785	0.15830434478242209
NODE_2179_length_2865_cov_4.766192	0.8118782016546146	0.1881217983453865
NODE_422_length_2230_cov_3.574253	0.95333095543157	0.046669044568429977
NODE_127_length_19787_cov_21.029394	0.8429758688667854	0.15702413113321514
NODE_6338_length_1009_cov_3.469602	0.8118782016546146	0.1881217983453865
NODE_1092_length_3371_cov_6.075694	0.8118782016546146	0.1881217983453865
NODE_634_length_10208_cov_6.749729	0.7818121223594604	0.2181878776405405
NODE_1237_length_3955_cov_5.959744	0.8118782016546146	0.1881217983453865
NODE_1314_length_2031_cov_4.501518	0.8029185022026433	0.1970814977973569
NODE_306_length_2857_cov_3.935403	0.6625	0.3375
NODE_3011_length_1635_cov_5.785443	0.0	1.0
NODE_284_length_24493_cov_8.915378|provirus_641_11254	0.0	1.0
NODE_980_length_5316_cov_14.526706	0.8118782016546146	0.1881217983453865
NODE_2865_length_1534_cov_3.376606	0.8118782016546146	0.1881217983453865
NODE_1760_length_3405_cov_3.861493	0.8118782016546146	0.1881217983453865
NODE_971_length_2671_cov_4.974006	0.8118782016546146	0.1881217983453865
NODE_15_length_39466_cov_18.559108	0.9987156186452293	0.0012843813547707623
NODE_214_length_28722_cov_7.575121	0.895044052863436	0.10495594713656389
NODE_4478_length_1389_cov_4.104198	0.0	1.0
NODE_698_length_2676_cov_4.006868	0.8118782016546146	0.1881217983453865
NODE_176_length_3854_cov_4.569624	0.8100797543273679	0.18992024567263308
NODE_569_length_13179_cov_6.864066	0.9	0.1
NODE_1477_length_3228_cov_71.520328	0.0	1.0
NODE_8110_length_1052_cov_2.930792	0.8118782016546146	0.1881217983453865
NODE_1477_length_2550_cov_3.289780	0.8118782016546146	0.1881217983453865
NODE_578_length_8573_cov_7.456797	0.9375	0.0625
NODE_1962_length_3106_cov_8.513274	0.8124320250874995	0.18756797491250168
NODE_4799_length_1286_cov_2.965881	0.8287014312450708	0.17129856875493005
NODE_867_length_5878_cov_6.202645	0.0	1.0
NODE_69_length_45823_cov_15.638940	0.0	1.0
NODE_1349_length_4098_cov_5.409102	0.8118782016546146	0.1881217983453865
NODE_1812_length_3305_cov_5.784923	0.8118782016546146	0.1881217983453865
NODE_3372_length_1383_cov_4.829066	0.724694777917064	0.2753052220829365
NODE_2778_length_1596_cov_3.332901	0.8455303298433936	0.15446967015660706
NODE_1278_length_3628_cov_4.986846	0.8118782016546146	0.1881217983453865
NODE_1719_length_2592_cov_7.839574	0.8118782016546146	0.1881217983453865
NODE_156_length_14543_cov_6.802250	0.8643267843600146	0.13567321563998574
NODE_162_length_19737_cov_26.076466	0.025	0.975
NODE_540_length_11002_cov_8.996894	0.9875	0.0125
NODE_231_length_3028_cov_2.509250	0.8471512314662434	0.15284876853375734
NODE_2273_length_2598_cov_6.685804	0.8118782016546146	0.1881217983453865
NODE_674_length_8037_cov_6.040967	0.8118782016546146	0.1881217983453865
NODE_883_length_5475_cov_5.002030	0.0	1.0
NODE_1320_length_3944_cov_3.698123	0.8118782016546146	0.1881217983453865
NODE_1890_length_2767_cov_6.326327	0.8118782016546146	0.1881217983453865
NODE_504_length_3999_cov_6.731237	0.8118782016546146	0.1881217983453865
NODE_909_length_6938_cov_5.084556	0.8848696795023974	0.11513032049760293
NODE_883_length_7119_cov_7.220838	0.8118782016546146	0.1881217983453865
NODE_459_length_10008_cov_349.284035	0.841585523058988	0.15841447694101235
NODE_920_length_3929_cov_113.413268	0.8118782016546146	0.1881217983453865
NODE_1590_length_3270_cov_6.386625	0.8470645545657067	0.15293544543429416
NODE_1919_length_3324_cov_4.704191	0.8118782016546146	0.1881217983453865
NODE_959_length_2720_cov_600.235647	0.8118782016546146	0.1881217983453865
NODE_5555_length_1440_cov_3.178339	0.8460791743553189	0.15392082564468182
NODE_834_length_6781_cov_6.453464	0.8118782016546146	0.1881217983453865
NODE_14_length_39554_cov_19.781438	0.8118782016546146	0.1881217983453865
NODE_1000_length_3623_cov_9.385090	0.8118782016546146	0.1881217983453865
NODE_2298_length_1049_cov_1.900402	0.8118782016546146	0.1881217983453865
NODE_1375_length_4304_cov_6.077901	0.8118782016546146	0.1881217983453865
NODE_2238_length_2860_cov_3.888057	0.8118782016546146	0.1881217983453865
NODE_229_length_3048_cov_5.127631	0.8118782016546146	0.1881217983453865
NODE_114_length_5287_cov_4.093272	0.8118782016546146	0.1881217983453865
NODE_19_length_35380_cov_33.510403	0.8503303964757711	0.14966960352422914
NODE_946_length_3616_cov_7.871665	0.0	1.0
NODE_1118_length_5021_cov_5.478856	0.8118782016546146	0.1881217983453865
NODE_1375_length_4032_cov_3.287403	0.9875	0.0125
NODE_286_length_3337_cov_34.268434	0.8118782016546146	0.1881217983453865
NODE_3284_length_1275_cov_10.163115	0.0	1.0
NODE_1591_length_1517_cov_4.012312	0.8118782016546146	0.1881217983453865
NODE_55_length_16510_cov_39.816895	0.9320112779837082	0.06798872201629169
NODE_1802_length_2870_cov_5.132149	0.988037727577504	0.01196227242249624
NODE_242_length_12737_cov_131.762656	0.0	1.0
NODE_455_length_4871_cov_3.309178	0.9989514536119699	0.0010485463880299235
NODE_935_length_4543_cov_8.768048	0.1	0.9
NODE_256_length_2773_cov_4.676233	0.8428790579388789	0.1571209420611216
NODE_566_length_3670_cov_6.032365	0.0	1.0
NODE_2307_length_3029_cov_16.683591	0.8118782016546146	0.1881217983453865
NODE_1218_length_3762_cov_7.912868	0.9519874735990597	0.04801252640094042
NODE_728_length_8488_cov_23.410056	0.0	1.0
NODE_3322_length_2065_cov_6.450249	0.8793648878539084	0.12063511214609209
NODE_2205_length_3140_cov_13.088493	0.8118782016546146	0.1881217983453865
NODE_650_length_2189_cov_5.598875	0.8118782016546146	0.1881217983453865
NODE_1115_length_3181_cov_94.175944	0.9718791193933999	0.028120880606600045
NODE_231_length_47332_cov_15.070605	0.15	0.85
NODE_1483_length_3329_cov_5.952352	0.8118782016546146	0.1881217983453865
NODE_266_length_18584_cov_177.325760	0.1	0.9
NODE_153_length_65213_cov_33.549280	0.375	0.625
NODE_1470_length_2559_cov_6.530351	0.8118782016546146	0.1881217983453865
NODE_914_length_3710_cov_6.004104	0.964110712130639	0.03588928786936091
NODE_146_length_35576_cov_13.034318	0.0	1.0
NODE_1151_length_2920_cov_3.823037	0.8118782016546146	0.1881217983453865
NODE_814_length_4101_cov_6.458725	0.8118782016546146	0.1881217983453865
NODE_2435_length_2625_cov_14.320233	0.8118782016546146	0.1881217983453865
NODE_1399_length_3690_cov_6.675103	0.8118782016546146	0.1881217983453865
NODE_1545_length_2573_cov_4.320890	0.8118782016546146	0.1881217983453865
NODE_122_length_4946_cov_4.345328	0.8800312501502798	0.11996874984972046
NODE_1877_length_2681_cov_3.642041	0.840084943086939	0.15991505691306113
NODE_1450_length_4643_cov_4813.538361	0.8461605166393262	0.15383948336067438
NODE_2001_length_2507_cov_6.845024	0.15	0.85
NODE_3536_length_1468_cov_4.662420	0.8118782016546146	0.1881217983453865
NODE_1581_length_5015_cov_8.134073	0.0	1.0
NODE_961_length_5451_cov_5.767606	0.8595851041362262	0.14041489586377437
NODE_296_length_13554_cov_17.365138	0.0	1.0
NODE_428_length_4500_cov_14.119685	0.8118782016546146	0.1881217983453865
NODE_1532_length_2944_cov_14.650744	0.8118782016546146	0.1881217983453865
NODE_783_length_2569_cov_12.409706	0.8118782016546146	0.1881217983453865
NODE_545_length_14235_cov_14.402257	0.931779094256249	0.06822090574375078
NODE_150_length_15271_cov_146.997305	0.8118782016546146	0.1881217983453865
NODE_1948_length_3066_cov_2.655596	0.8118782016546146	0.1881217983453865
NODE_1490_length_4211_cov_5.142926	0.8118782016546146	0.1881217983453865
NODE_663_length_9363_cov_7.272561	0.8367542492827027	0.16324575071729777
NODE_223_length_48370_cov_26.409769	0.0375	0.9625
NODE_1837_length_3530_cov_8.391942	0.8118782016546146	0.1881217983453865
NODE_1931_length_2526_cov_16.422096	0.8118782016546146	0.1881217983453865
NODE_46_length_10779_cov_6.092503	0.0	1.0
NODE_42_length_31081_cov_10.095017|provirus_3_24148	0.9474087316331943	0.05259126836680552
NODE_244_length_13727_cov_20.945802	0.7729643451239226	0.22703565487607813
NODE_176_length_48312_cov_16.718466|provirus_34_38596	0.6376101321585903	0.3623898678414097
NODE_284_length_3382_cov_207.895702	0.8461605166393262	0.15383948336067438
NODE_897_length_4917_cov_16.169272	0.8118782016546146	0.1881217983453865
NODE_114_length_41139_cov_24.287119	0.0125	0.9875
NODE_1260_length_5519_cov_9.765190	0.8118782016546146	0.1881217983453865
NODE_1437_length_4716_cov_90.242223	0.0	1.0
NODE_1104_length_7235_cov_5.951811	0.8118782016546146	0.1881217983453865
NODE_47_length_35571_cov_46.640585	0.0	1.0
NODE_321_length_8192_cov_6.306624	0.8118782016546146	0.1881217983453865
NODE_41_length_11398_cov_19.446619	0.5114514536119701	0.48854854638802986
NODE_7013_length_1142_cov_2.417663	0.8118782016546146	0.1881217983453865
NODE_358_length_13097_cov_6.583346	0.8341799637691517	0.165820036230849
NODE_1150_length_3473_cov_5.646870	0.8118782016546146	0.1881217983453865
NODE_2395_length_2662_cov_10.331032	0.8118782016546146	0.1881217983453865
NODE_476_length_10574_cov_8.492252	0.897522026431718	0.10247797356828195
NODE_1423_length_4186_cov_6.996369	0.8118782016546146	0.1881217983453865
NODE_2646_length_1322_cov_3.449882	0.8118782016546146	0.1881217983453865
NODE_599_length_6553_cov_10.773161	0.8118782016546146	0.1881217983453865
NODE_562_length_6184_cov_8.894926	0.8118782016546146	0.1881217983453865
NODE_1329_length_4796_cov_16.524784	0.4875	0.5125
NODE_265_length_40929_cov_8.278955|provirus_10946_19741	0.9320112779837082	0.06798872201629169
NODE_99_length_21899_cov_271.349387	0.9520976057576496	0.04790239424235011
NODE_2288_length_2197_cov_6.152194	0.8118782016546146	0.1881217983453865
NODE_590_length_6739_cov_4.358767	0.8118782016546146	0.1881217983453865
NODE_940_length_1266_cov_4.521057	0.0	1.0
NODE_18_length_36018_cov_7.037010	0.85	0.15
NODE_2667_length_1412_cov_3.002211	0.8118782016546146	0.1881217983453865
NODE_278_length_9687_cov_5.219581	0.8118782016546146	0.1881217983453865
NODE_1557_length_2521_cov_5.727088	0.826223457676789	0.173776542323212
NODE_738_length_8061_cov_8.162878	0.8118782016546146	0.1881217983453865
NODE_2273_length_1137_cov_3.246765	0.8118782016546146	0.1881217983453865
NODE_1406_length_3617_cov_4.808254	0.8118782016546146	0.1881217983453865
NODE_342_length_10504_cov_7.705618	0.8350279929346638	0.16497200706533682
NODE_930_length_4573_cov_5.266932	0.9972986238568456	0.002701376143154288
NODE_1361_length_3313_cov_10.090853	0.08306663825095328	0.9169333617490466
NODE_1098_length_4803_cov_5.912805	0.8118782016546146	0.1881217983453865
NODE_38_length_1261_cov_5.764511	0.0	1.0
NODE_53_length_16870_cov_13.743027	0.9452643171806168	0.05473568281938327
NODE_1624_length_2501_cov_5.282911	0.8118782016546146	0.1881217983453865
NODE_700_length_2756_cov_6.677157	0.8118782016546146	0.1881217983453865
NODE_46_length_19600_cov_47.405628	1.0	0.0
NODE_1268_length_3996_cov_39.488962	0.0125	0.9875
NODE_2350_length_2684_cov_4.486877	0.8118782016546146	0.1881217983453865
NODE_313_length_3138_cov_6.434317	0.8118782016546146	0.1881217983453865
NODE_996_length_7267_cov_6.743899	0.4774237792474982	0.5225762207525018
NODE_1454_length_3453_cov_3.464979	0.8118782016546146	0.1881217983453865
NODE_2617_length_1899_cov_4.373102	0.8118782016546146	0.1881217983453865
NODE_851_length_3033_cov_8.269980	0.8118782016546146	0.1881217983453865
NODE_1301_length_2543_cov_7.558682	0.8118782016546146	0.1881217983453865
NODE_1564_length_2551_cov_4.290865	0.9602261948935176	0.03977380510648237
NODE_739_length_5009_cov_6.476383	1.0	0.0
NODE_948_length_5284_cov_5.944731	0.8363170653598774	0.16368293464012354
NODE_1261_length_3858_cov_4.214567	0.931779094256249	0.06822090574375078
NODE_687_length_2813_cov_6.951777	0.8529010843705971	0.14709891562940353
NODE_1503_length_2806_cov_3.922937	0.9167621413211737	0.0832378586788263
NODE_1806_length_2675_cov_6.659542	0.8118782016546146	0.1881217983453865
NODE_3512_length_1188_cov_3.716681	0.8118782016546146	0.1881217983453865
NODE_43_length_20373_cov_28.772369	0.9844960654312054	0.015503934568794698
NODE_280_length_3034_cov_48.190668	0.8118782016546146	0.1881217983453865
NODE_1043_length_5009_cov_8.757771	0.8118782016546146	0.1881217983453865
NODE_1400_length_1829_cov_4.534386	0.8550238645244239	0.14497613547557656
NODE_1774_length_2850_cov_22.364222	0.9606617952123443	0.03933820478765556
NODE_309_length_14316_cov_11.820279	0.8118782016546146	0.1881217983453865
NODE_793_length_1381_cov_1.760935	0.9706919125995302	0.029308087400469807
NODE_3386_length_1614_cov_12.089801	0.8118782016546146	0.1881217983453865
NODE_5027_length_1271_cov_3.500822	0.0	1.0
NODE_1929_length_2592_cov_45.237682	0.8118782016546146	0.1881217983453865
NODE_554_length_7991_cov_8.091482	0.8118782016546146	0.1881217983453865
NODE_417_length_5474_cov_11.435689	0.8118782016546146	0.1881217983453865
NODE_1115_length_4488_cov_7.035867	0.8118782016546146	0.1881217983453865
NODE_569_length_3346_cov_3.490125	0.9326541850220262	0.06734581497797358
NODE_1542_length_3340_cov_7.443227	0.8118782016546146	0.1881217983453865
NODE_1264_length_2799_cov_3.494169	0.8118782016546146	0.1881217983453865
NODE_1250_length_5037_cov_5.407668	0.6875	0.3125
NODE_766_length_4069_cov_5.818884	0.8118782016546146	0.1881217983453865
NODE_1071_length_6474_cov_15.783611	0.9875	0.0125
NODE_241_length_3449_cov_5.197996	0.0125	0.9875
NODE_2137_length_1853_cov_3.723582	0.0	1.0
NODE_2996_length_1402_cov_4.274684	0.8118782016546146	0.1881217983453865
NODE_661_length_1645_cov_2.506289	0.8691268200909323	0.130873179909068
NODE_60_length_70157_cov_14.317295|provirus_6729_54193	0.025	0.975
NODE_2184_length_2813_cov_4.291516	0.9404185022026432	0.05958149779735683
NODE_839_length_5381_cov_27.898235	0.8118782016546146	0.1881217983453865
NODE_1386_length_2054_cov_6.680840	0.9320112779837082	0.06798872201629169
NODE_4565_length_1307_cov_2.827476	0.8118782016546146	0.1881217983453865
NODE_1769_length_1947_cov_6.059197	0.0	1.0
NODE_591_length_1610_cov_2.979421	0.8118782016546146	0.1881217983453865
NODE_336_length_3001_cov_13.074338	0.8118782016546146	0.1881217983453865
NODE_5114_length_1045_cov_6.445455	0.7801973201466772	0.21980267985332375
NODE_1766_length_2369_cov_3.469317	0.8118782016546146	0.1881217983453865
NODE_1430_length_1018_cov_1.370717	0.0875	0.9125
